fromGate,toGate,distance,time
D2,B85,1151,13
D2,B86,1151,13
D2,B86A,1152,13
D2,B87,1152,13
D2,B88,1153,13
D2,B11,1213,14
D2,B1,1267,15
D2,B10,1282,15
D2,B2,1302,16
D2,B9,1316,16
D2,B3,1339,16
D2,B8,1355,17
D2,B4,1375,17
D2,B7,1389,17
D2,B6,1386,17
D2,B5,1390,17
D2,B20,1184,14
D2,B12,1197,14
D2,B19,1202,14
D2,B14,1231,15
D2,B18,1239,15
D2,B15,1259,15
D2,B17,1271,15
D2,B16,1267,15
D2,B21,1232,15
D2,B31,1257,15
D2,B30,1279,15
D2,B22,1300,16
D2,B29,1318,16
D2,B23,1337,16
D2,B28,1353,17
D2,B24,1377,17
D2,B27,1390,17
D2,B26,1390,17
D2,B25,1393,17
D2,B85A,1151,13
D2,B81A,1106,12
D2,B77A,1105,12
D2,B76A,1108,12
D2,B79A,1104,12
D2,C1,271,5
D2,C2,329,5
D2,C29,581,10
D2,C30,586,10
D2,C31,561,9
D2,C32,526,9
D2,C33,489,8
D2,C34,450,7
D2,C35,483,8
D2,C36,518,9
D2,C37,539,9
D2,C39,545,9
D2,C40,529,9
D2,C41,499,8
D2,C42,467,8
D2,C43,472,8
D2,C44,515,9
D2,C45,552,9
D2,C3,365,6
D2,C4,520,9
D2,C5,558,9
D2,C6,615,10
D2,C7,653,11
D2,C8,652,11
D2,C9,647,11
D2,C10,605,10
D2,C11,569,9
D2,C12,501,8
D2,C14,547,9
D2,C15,598,10
D2,D1,40,1
D2,D3,32,1
D2,D4,214,4
D2,D5,213,4
D2,D6,266,4
D2,D7,343,6
D2,D8,415,7
D2,D9,477,8
D2,D10,537,9
D2,D11,536,9
D2,D12,533,9
D2,D9A,481,8
D2,E1,857,14
D2,E2,877,15
D2,E3,895,15
D2,E4,937,16
D2,E5,966,16
D2,E6,959,16
D2,E7,959,16
D2,E8,925,15
D2,E9,889,15
D2,E10,724,12
D2,E11,708,12
D2,E12,632,11
D2,E14,676,11
D2,E24,761,13
D2,E23,786,13
D2,E15,814,14
D2,E16,861,14
D2,E17,884,15
D2,E18,922,15
D2,E19,914,15
D2,E20,872,15
D2,E21,855,14
D2,E22,829,14
D3,A3H,1538,16
D3,A3G,1558,16
D3,A3F,1570,16
D3,A3E,1609,17
D3,A3D,1644,17
D3,A3C,1638,17
D3,A3B,1624,17
D3,A3A,1589,17
D3,A15,1692,18
D3,A14,1704,18
D3,A12,1668,18
D3,A11,1644,17
D3,A10,1631,17
D3,A9,1614,17
D3,A8,1585,16
D3,A7,1553,16
D3,A2,1484,15
D3,A1,1444,14
D3,A17,1726,19
D3,A18,1756,19
D3,A19,1765,19
D3,A20,1755,19
D3,A24,1748,19
D3,A25,1640,17
D3,A26,1674,18
D3,A27,1710,18
D3,A29,1717,18
D3,A30,1722,18
D3,B76,1128,13
D3,B77,1126,13
D3,B79,1124,12
D3,B80,1125,13
D3,B81,1127,13
D3,B83,1129,13
D3,B85,1172,13
D3,B86,1172,13
D3,B86A,1172,13
D3,B87,1173,13
D3,B88,1174,13
D3,B11,1233,15
D3,B1,1288,16
D3,B10,1303,16
D3,B2,1322,16
D3,B9,1336,16
D3,B3,1360,17
D3,B8,1376,17
D3,B4,1395,17
D3,B7,1410,18
D3,B6,1406,18
D3,B5,1410,18
D3,B20,1204,14
D3,B12,1217,14
D3,B19,1223,14
D3,B14,1252,15
D3,B18,1260,15
D3,B15,1279,15
D3,B17,1292,16
D3,B16,1288,15
D3,B21,1252,15
D3,B31,1277,15
D3,B30,1299,16
D3,B22,1320,16
D3,B29,1338,16
D3,B23,1358,17
D3,B28,1373,17
D3,B24,1397,17
D3,B27,1410,18
D3,B26,1411,18
D3,B25,1414,18
D3,B85A,1172,13
D3,B81A,1127,13
D3,B77A,1126,13
D3,B76A,1128,13
D3,B79A,1124,12
D3,C1,292,5
D3,C2,349,6
D3,C29,602,10
D3,C30,606,10
D3,C31,582,10
D3,C32,546,9
D3,C33,509,8
D3,C34,470,8
D3,C35,504,8
D3,C36,538,9
D3,C37,559,9
D3,C39,566,9
D3,C40,549,9
D3,C41,520,9
D3,C42,487,8
D3,C43,492,8
D3,C44,535,9
D3,C45,573,10
D3,C3,385,6
D3,C4,540,9
D3,C5,578,10
D3,C6,636,11
D3,C7,673,11
D3,C8,673,11
D3,C9,668,11
D3,C10,626,10
D3,C11,589,10
D3,C12,522,9
D3,C14,567,9
D3,C15,618,10
D3,D1,61,1
D3,D2,32,1
D3,D4,195,3
D3,D5,194,3
D3,D6,246,4
D3,D7,323,5
D3,D8,395,7
D3,D9,457,8
D3,D10,518,9
D3,D11,517,9
D3,D12,513,9
D3,D9A,462,8
D3,E1,838,14
D3,E2,857,14
D3,E3,875,15
D3,E4,918,15
D3,E5,946,16
D3,E6,939,16
D3,E7,939,16
D3,E8,905,15
D3,E9,870,14
D3,E10,704,12
D3,E11,689,11
D3,E12,612,10
D3,E14,656,11
D3,E24,741,12
D3,E23,766,13
D3,E15,794,13
D3,E16,841,14
D3,E17,864,14
D3,E18,903,15
D3,E19,894,15
D3,E20,852,14
D3,E21,836,14
D3,E22,809,13
D4,A3H,1720,19
D4,A3G,1740,19
D4,A3F,1752,19
D4,A3E,1790,20
D4,A3D,1826,21
D4,A3C,1820,20
D4,A3B,1805,20
D4,A3A,1771,20
D4,A15,1874,21
D4,A14,1886,21
D4,A12,1850,21
D4,A11,1826,20
D4,A10,1812,20
D4,A9,1795,20
D4,A8,1767,19
D4,A7,1735,19
D4,A2,1666,18
D4,A1,1626,17
D4,A17,1908,22
D4,A18,1938,22
D4,A19,1946,22
D4,A20,1937,22
D4,A24,1930,22
D4,A25,1822,20
D4,A26,1855,21
D4,A27,1892,21
D4,A29,1899,21
D4,A30,1904,22
D4,B76,1310,16
D4,B77,1308,16
D4,B79,1306,16
D4,B80,1307,16
D4,B81,1308,16
D4,B83,1311,16
D4,B85,1353,16
D4,B86,1354,16
D4,B86A,1354,16
D4,B87,1355,16
D4,B88,1355,16
D4,B11,1415,18
D4,B1,1470,19
D4,B10,1484,19
D4,B2,1504,19
D4,B9,1518,19
D4,B3,1542,20
D4,B8,1558,20
D4,B4,1577,20
D4,B7,1592,21
D4,B6,1588,21
D4,B5,1592,21
D4,B20,1386,17
D4,B12,1399,17
D4,B19,1405,17
D4,B14,1433,18
D4,B18,1441,18
D4,B15,1461,18
D4,B17,1473,19
D4,B16,1469,19
D4,B21,1434,18
D4,B31,1459,18
D4,B30,1481,19
D4,B22,1502,19
D4,B29,1520,19
D4,B23,1540,20
D4,B28,1555,20
D4,B24,1579,20
D4,B27,1592,21
D4,B26,1593,21
D4,B25,1596,21
D4,B85A,1353,16
D4,B81A,1308,16
D4,B77A,1308,16
D4,B76A,1310,16
D4,B79A,1306,16
D4,C1,474,8
D4,C2,531,9
D4,C29,784,13
D4,C30,788,13
D4,C31,764,13
D4,C32,728,12
D4,C33,691,12
D4,C34,652,11
D4,C35,686,11
D4,C36,720,12
D4,C37,741,12
D4,C39,748,12
D4,C40,731,12
D4,C41,702,12
D4,C42,669,11
D4,C43,674,11
D4,C44,717,12
D4,C45,755,13
D4,C3,567,9
D4,C4,722,12
D4,C5,760,13
D4,C6,817,14
D4,C7,855,14
D4,C8,855,14
D4,C9,850,14
D4,C10,808,13
D4,C11,771,13
D4,C12,704,12
D4,C14,749,12
D4,C15,800,13
D4,D1,243,4
D4,D2,214,4
D4,D3,195,3
D4,D5,10,1
D4,D6,83,1
D4,D7,160,3
D4,D8,232,4
D4,D9,294,5
D4,D10,354,6
D4,D11,353,6
D4,D12,350,6
D4,D9A,299,5
D4,E1,674,11
D4,E2,694,12
D4,E3,712,12
D4,E4,754,13
D4,E5,783,13
D4,E6,776,13
D4,E7,776,13
D4,E8,742,12
D4,E9,706,12
D4,E10,541,9
D4,E11,525,9
D4,E12,449,7
D4,E14,493,8
D4,E24,578,10
D4,E23,603,10
D4,E15,631,11
D4,E16,678,11
D4,E17,701,12
D4,E18,740,12
D4,E19,731,12
D4,E20,689,11
D4,E21,672,11
D4,E22,646,11
D5,A3H,1719,19
D5,A3G,1739,19
D5,A3F,1751,19
D5,A3E,1790,20
D5,A3D,1825,21
D5,A3C,1819,20
D5,A3B,1805,20
D5,A3A,1770,20
D5,A15,1873,21
D5,A14,1885,21
D5,A12,1849,21
D5,A11,1825,20
D5,A10,1812,20
D5,A9,1795,20
D5,A8,1766,19
D5,A7,1734,19
D5,A2,1665,18
D5,A1,1625,17
D5,A17,1907,22
D5,A18,1937,22
D5,A19,1946,22
D5,A20,1936,22
D5,A24,1929,22
D5,A25,1821,20
D5,A26,1855,21
D5,A27,1891,21
D5,A29,1898,21
D5,A30,1903,21
D5,B76,1309,16
D5,B77,1307,16
D5,B79,1305,16
D5,B80,1306,16
D5,B81,1308,16
D5,B83,1310,16
D5,B85,1353,16
D5,B86,1353,16
D5,B86A,1353,16
D5,B87,1354,16
D5,B88,1355,16
D5,B11,1415,18
D5,B1,1469,19
D5,B10,1484,19
D5,B2,1503,19
D5,B9,1517,19
D5,B3,1541,20
D5,B8,1557,20
D5,B4,1576,20
D5,B7,1591,21
D5,B6,1587,21
D5,B5,1591,21
D5,B20,1385,17
D5,B12,1398,17
D5,B19,1404,17
D5,B14,1433,18
D5,B18,1441,18
D5,B15,1460,18
D5,B17,1473,19
D5,B16,1469,19
D5,B21,1434,18
D5,B31,1458,18
D5,B30,1481,19
D5,B22,1501,19
D5,B29,1519,19
D5,B23,1539,20
D5,B28,1554,20
D5,B24,1578,20
D5,B27,1591,21
D5,B26,1592,21
D5,B25,1595,21
D5,B85A,1353,16
D5,B81A,1308,16
D5,B77A,1307,16
D5,B76A,1309,16
D5,B79A,1305,16
D5,C1,473,8
D5,C2,530,9
D5,C29,783,13
D5,C30,787,13
D5,C31,763,13
D5,C32,727,12
D5,C33,690,12
D5,C34,651,11
D5,C35,685,11
D5,C36,719,12
D5,C37,740,12
D5,C39,747,12
D5,C40,730,12
D5,C41,701,12
D5,C42,668,11
D5,C43,673,11
D5,C44,716,12
D5,C45,754,13
D5,C3,566,9
D5,C4,721,12
D5,C5,759,13
D5,C6,817,14
D5,C7,854,14
D5,C8,854,14
D5,C9,849,14
D5,C10,807,13
D5,C11,770,13
D5,C12,703,12
D5,C14,748,12
D5,C15,799,13
D5,D1,242,4
D5,D2,213,4
D5,D3,194,3
D5,D4,10,1
D5,D6,82,1
D5,D7,159,3
D5,D8,231,4
D5,D9,293,5
D5,D10,353,6
D5,D11,353,6
D5,D12,349,6
D5,D9A,298,5
D5,E1,673,11
D5,E2,693,12
D5,E3,711,12
D5,E4,753,13
D5,E5,782,13
D5,E6,775,13
D5,E7,775,13
D5,E8,741,12
D5,E9,706,12
D5,E10,540,9
D5,E11,525,9
D5,E12,448,7
D5,E14,492,8
D5,E24,577,10
D5,E23,602,10
D5,E15,630,10
D5,E16,677,11
D5,E17,700,12
D5,E18,739,12
D5,E19,730,12
D5,E20,688,11
D5,E21,672,11
D5,E22,645,11
D6,A3H,2071,19
D6,A3G,2090,19
D6,A3F,2102,20
D6,A3E,2141,20
D6,A3D,2176,21
D6,A3C,2170,21
D6,A3B,2156,20
D6,A3A,2121,20
D6,A15,2224,21
D6,A14,2236,21
D6,A12,2200,21
D6,A11,2176,20
D6,A10,2163,20
D6,A9,2146,20
D6,A8,2117,19
D6,A7,2086,19
D6,A2,2016,18
D6,A1,1976,17
D6,A17,2258,22
D6,A18,2288,22
D6,A19,2297,22
D6,A20,2287,22
D6,A24,2280,22
D6,A25,2172,20
D6,A26,2206,21
D6,A27,2242,22
D6,A29,2249,22
D6,A30,2254,22
D6,B76,1660,16
D6,B77,1658,16
D6,B79,1656,16
D6,B80,1658,16
D6,B81,1659,16
D6,B83,1661,16
D6,B85,1704,17
D6,B86,1704,17
D6,B86A,1704,17
D6,B87,1705,17
D6,B88,1706,17
D6,B11,1766,18
D6,B1,1820,19
D6,B10,1835,19
D6,B2,1854,19
D6,B9,1868,20
D6,B3,1892,20
D6,B8,1908,20
D6,B4,1927,21
D6,B7,1942,21
D6,B6,1938,21
D6,B5,1942,21
D6,B20,1737,17
D6,B12,1749,18
D6,B19,1755,18
D6,B14,1784,18
D6,B18,1792,18
D6,B15,1811,19
D6,B17,1824,19
D6,B16,1820,19
D6,B21,1785,18
D6,B31,1809,19
D6,B30,1832,19
D6,B22,1853,19
D6,B29,1870,20
D6,B23,1890,20
D6,B28,1905,20
D6,B24,1929,21
D6,B27,1942,21
D6,B26,1943,21
D6,B25,1946,21
D6,B85A,1704,17
D6,B81A,1659,16
D6,B77A,1658,16
D6,B76A,1660,16
D6,B79A,1656,16
D6,C1,526,9
D6,C2,583,10
D6,C29,836,14
D6,C30,840,14
D6,C31,816,14
D6,C32,780,13
D6,C33,743,12
D6,C34,704,12
D6,C35,738,12
D6,C36,772,13
D6,C37,793,13
D6,C39,800,13
D6,C40,783,13
D6,C41,753,13
D6,C42,721,12
D6,C43,726,12
D6,C44,769,13
D6,C45,807,13
D6,C3,619,10
D6,C4,774,13
D6,C5,812,14
D6,C6,869,14
D6,C7,907,15
D6,C8,907,15
D6,C9,901,15
D6,C10,860,14
D6,C11,823,14
D6,C12,756,13
D6,C14,801,13
D6,C15,852,14
D6,D1,294,5
D6,D2,266,4
D6,D3,246,4
D6,D4,83,1
D6,D5,82,1
D6,D7,102,2
D6,D8,174,3
D6,D9,236,4
D6,D10,296,5
D6,D11,295,5
D6,D12,292,5
D6,D9A,241,4
D6,E1,616,10
D6,E2,636,11
D6,E3,654,11
D6,E4,696,12
D6,E5,725,12
D6,E6,718,12
D6,E7,718,12
D6,E8,684,11
D6,E9,648,11
D6,E10,483,8
D6,E11,467,8
D6,E12,391,7
D6,E14,435,7
D6,E24,520,9
D6,E23,545,9
D6,E15,573,10
D6,E16,620,10
D6,E17,643,11
D6,E18,682,11
D6,E19,673,11
D6,E20,631,11
D6,E21,614,10
D6,E22,588,10
D7,A3H,1987,18
D7,A3G,2006,18
D7,A3F,2018,18
D7,A3E,2057,19
D7,A3D,2093,19
D7,A3C,2086,19
D7,A3B,2072,19
D7,A3A,2037,18
D7,A15,2140,20
D7,A14,2152,20
D7,A12,2116,19
D7,A11,2092,19
D7,A10,2079,19
D7,A9,2062,19
D7,A8,2034,18
D7,A7,2002,18
D7,A2,1933,16
D7,A1,1892,16
D7,A17,2174,20
D7,A18,2204,21
D7,A19,2213,21
D7,A20,2203,21
D7,A24,2196,21
D7,A25,2088,19
D7,A26,2122,20
D7,A27,2159,20
D7,A29,2165,20
D7,A30,2170,20
D7,B76,1577,14
D7,B77,1574,14
D7,B79,1573,14
D7,B80,1574,14
D7,B81,1575,14
D7,B83,1577,14
D7,B85,1620,15
D7,B86,1620,15
D7,B86A,1620,15
D7,B87,1621,15
D7,B88,1622,15
D7,B11,1682,17
D7,B1,1736,17
D7,B10,1751,18
D7,B2,1770,18
D7,B9,1784,18
D7,B3,1808,19
D7,B8,1824,19
D7,B4,1843,19
D7,B7,1858,19
D7,B6,1854,19
D7,B5,1858,19
D7,B20,1653,16
D7,B12,1665,16
D7,B19,1671,16
D7,B14,1700,17
D7,B18,1708,17
D7,B15,1727,17
D7,B17,1740,17
D7,B16,1736,17
D7,B21,1701,17
D7,B31,1725,17
D7,B30,1748,18
D7,B22,1769,18
D7,B29,1786,18
D7,B23,1806,19
D7,B28,1822,19
D7,B24,1845,19
D7,B27,1858,19
D7,B26,1859,19
D7,B25,1862,20
D7,B85A,1620,15
D7,B81A,1575,14
D7,B77A,1574,14
D7,B76A,1577,14
D7,B79A,1573,14
D7,C1,603,10
D7,C2,660,11
D7,C29,1179,15
D7,C30,1184,15
D7,C31,1159,14
D7,C32,1123,14
D7,C33,1086,13
D7,C34,1047,12
D7,C35,1081,13
D7,C36,1115,13
D7,C37,1137,14
D7,C39,1143,14
D7,C40,1127,14
D7,C41,1097,13
D7,C42,1064,13
D7,C43,1069,13
D7,C44,1113,13
D7,C45,1150,14
D7,C3,696,12
D7,C4,851,14
D7,C5,889,15
D7,C6,946,16
D7,C7,984,16
D7,C8,984,16
D7,C9,978,16
D7,C10,937,16
D7,C11,900,15
D7,C12,833,14
D7,C14,878,15
D7,C15,929,15
D7,D1,372,6
D7,D2,343,6
D7,D3,323,5
D7,D4,160,3
D7,D5,159,3
D7,D6,102,2
D7,D8,90,1
D7,D9,152,3
D7,D10,212,4
D7,D11,212,4
D7,D12,208,3
D7,D9A,157,3
D7,E1,532,9
D7,E2,552,9
D7,E3,570,9
D7,E4,612,10
D7,E5,641,11
D7,E6,634,11
D7,E7,634,11
D7,E8,600,10
D7,E9,564,9
D7,E10,399,7
D7,E11,384,6
D7,E12,307,5
D7,E14,351,6
D7,E24,436,7
D7,E23,461,8
D7,E15,489,8
D7,E16,536,9
D7,E17,559,9
D7,E18,598,10
D7,E19,589,10
D7,E20,547,9
D7,E21,531,9
D7,E22,504,8
D8,A3H,2000,18
D8,A3G,2019,18
D8,A3F,2031,18
D8,A3E,2070,19
D8,A3D,2106,20
D8,A3C,2100,19
D8,A3B,2085,19
D8,A3A,2050,19
D8,A15,2153,20
D8,A14,2166,20
D8,A12,2129,20
D8,A11,2105,19
D8,A10,2092,19
D8,A9,2075,19
D8,A8,2047,18
D8,A7,2015,18
D8,A2,1946,17
D8,A1,1906,16
D8,A17,2187,21
D8,A18,2218,21
D8,A19,2226,21
D8,A20,2217,21
D8,A24,2210,21
D8,A25,2101,19
D8,A26,2135,20
D8,A27,2172,20
D8,A29,2178,20
D8,A30,2184,21
D8,B76,1590,15
D8,B77,1588,15
D8,B79,1586,15
D8,B80,1587,15
D8,B81,1588,15
D8,B83,1591,15
D8,B85,1633,15
D8,B86,1633,15
D8,B86A,1634,15
D8,B87,1635,15
D8,B88,1635,15
D8,B11,1695,17
D8,B1,1749,18
D8,B10,1764,18
D8,B2,1784,18
D8,B9,1798,18
D8,B3,1821,19
D8,B8,1837,19
D8,B4,1857,19
D8,B7,1871,20
D8,B6,1868,20
D8,B5,1872,20
D8,B20,1666,16
D8,B12,1679,16
D8,B19,1684,17
D8,B14,1713,17
D8,B18,1721,17
D8,B15,1741,17
D8,B17,1753,18
D8,B16,1749,18
D8,B21,1714,17
D8,B31,1739,17
D8,B30,1761,18
D8,B22,1782,18
D8,B29,1800,19
D8,B23,1819,19
D8,B28,1835,19
D8,B24,1859,19
D8,B27,1872,20
D8,B26,1872,20
D8,B25,1875,20
D8,B85A,1633,15
D8,B81A,1588,15
D8,B77A,1588,15
D8,B76A,1590,15
D8,B79A,1586,15
D8,C1,932,10
D8,C2,990,11
D8,C29,1193,15
D8,C30,1197,15
D8,C31,1173,14
D8,C32,1137,14
D8,C33,1100,13
D8,C34,1061,13
D8,C35,1095,13
D8,C36,1129,14
D8,C37,1150,14
D8,C39,1157,14
D8,C40,1140,14
D8,C41,1110,13
D8,C42,1078,13
D8,C43,1083,13
D8,C44,1126,14
D8,C45,1164,14
D8,C3,1026,12
D8,C4,1181,14
D8,C5,1219,15
D8,C6,1276,16
D8,C7,1314,17
D8,C8,1313,17
D8,C9,1308,17
D8,C10,1266,16
D8,C11,1230,15
D8,C12,1162,14
D8,C14,1208,15
D8,C15,1259,16
D8,D1,443,7
D8,D2,415,7
D8,D3,395,7
D8,D4,232,4
D8,D5,231,4
D8,D6,174,3
D8,D7,90,1
D8,D9,94,2
D8,D10,154,3
D8,D11,153,3
D8,D12,150,2
D8,D9A,98,2
D8,E1,546,9
D8,E2,565,9
D8,E3,583,10
D8,E4,626,10
D8,E5,654,11
D8,E6,648,11
D8,E7,648,11
D8,E8,613,10
D8,E9,578,10
D8,E10,413,7
D8,E11,397,7
D8,E12,321,5
D8,E14,364,6
D8,E24,449,7
D8,E23,475,8
D8,E15,502,8
D8,E16,550,9
D8,E17,573,10
D8,E18,611,10
D8,E19,602,10
D8,E20,561,9
D8,E21,544,9
D8,E22,517,9
D9,A3H,2062,19
D9,A3G,2082,19
D9,A3F,2093,19
D9,A3E,2132,20
D9,A3D,2168,21
D9,A3C,2162,21
D9,A3B,2147,20
D9,A3A,2113,20
D9,A15,2215,21
D9,A14,2228,21
D9,A12,2192,21
D9,A11,2168,20
D9,A10,2154,20
D9,A9,2137,20
D9,A8,2109,19
D9,A7,2077,19
D9,A2,2008,18
D9,A1,1968,17
D9,A17,2249,22
D9,A18,2280,22
D9,A19,2288,22
D9,A20,2279,22
D9,A24,2272,22
D9,A25,2163,20
D9,A26,2197,21
D9,A27,2234,21
D9,A29,2240,22
D9,A30,2246,22
D9,B76,1652,16
D9,B77,1650,16
D9,B79,1648,16
D9,B80,1649,16
D9,B81,1650,16
D9,B83,1653,16
D9,B85,1695,16
D9,B86,1695,16
D9,B86A,1696,16
D9,B87,1697,16
D9,B88,1697,16
D9,B11,1757,18
D9,B1,1812,19
D9,B10,1826,19
D9,B2,1846,19
D9,B9,1860,19
D9,B3,1884,20
D9,B8,1899,20
D9,B4,1919,20
D9,B7,1934,21
D9,B6,1930,21
D9,B5,1934,21
D9,B20,1728,17
D9,B12,1741,17
D9,B19,1747,18
D9,B14,1775,18
D9,B18,1783,18
D9,B15,1803,18
D9,B17,1815,19
D9,B16,1811,19
D9,B21,1776,18
D9,B31,1801,19
D9,B30,1823,19
D9,B22,1844,19
D9,B29,1862,20
D9,B23,1881,20
D9,B28,1897,20
D9,B24,1921,21
D9,B27,1934,21
D9,B26,1935,21
D9,B25,1938,21
D9,B85A,1695,16
D9,B81A,1650,16
D9,B77A,1650,16
D9,B76A,1652,16
D9,B79A,1648,16
D9,C1,995,11
D9,C2,1052,12
D9,C29,1255,16
D9,C30,1259,16
D9,C31,1235,15
D9,C32,1199,15
D9,C33,1162,14
D9,C34,1123,14
D9,C35,1157,14
D9,C36,1191,15
D9,C37,1212,15
D9,C39,1219,15
D9,C40,1202,15
D9,C41,1173,14
D9,C42,1140,14
D9,C43,1145,14
D9,C44,1188,15
D9,C45,1226,15
D9,C3,1088,13
D9,C4,1243,16
D9,C5,1281,16
D9,C6,1338,17
D9,C7,1376,18
D9,C8,1376,18
D9,C9,1370,18
D9,C10,1328,17
D9,C11,1292,16
D9,C12,1225,15
D9,C14,1270,16
D9,C15,1321,17
D9,D1,505,8
D9,D2,477,8
D9,D3,457,8
D9,D4,294,5
D9,D5,293,5
D9,D6,236,4
D9,D7,152,3
D9,D8,94,2
D9,D10,98,2
D9,D11,97,2
D9,D12,94,2
D9,D9A,42,1
D9,E1,608,10
D9,E2,628,10
D9,E3,645,11
D9,E4,688,11
D9,E5,716,12
D9,E6,710,12
D9,E7,710,12
D9,E8,676,11
D9,E9,640,11
D9,E10,475,8
D9,E11,459,8
D9,E12,383,6
D9,E14,426,7
D9,E24,511,9
D9,E23,537,9
D9,E15,564,9
D9,E16,612,10
D9,E17,635,11
D9,E18,673,11
D9,E19,665,11
D9,E20,623,10
D9,E21,606,10
D9,E22,580,10
D10,A3H,2123,20
D10,A3G,2142,20
D10,A3F,2154,20
D10,A3E,2193,21
D10,A3D,2229,22
D10,A3C,2222,22
D10,A3B,2208,21
D10,A3A,2173,21
D10,A15,2276,22
D10,A14,2288,22
D10,A12,2252,22
D10,A11,2228,21
D10,A10,2215,21
D10,A9,2198,21
D10,A8,2170,20
D10,A7,2138,20
D10,A2,2069,19
D10,A1,2028,18
D10,A17,2310,23
D10,A18,2340,23
D10,A19,2349,23
D10,A20,2339,23
D10,A24,2332,23
D10,A25,2224,21
D10,A26,2258,22
D10,A27,2295,22
D10,A29,2301,23
D10,A30,2306,23
D10,B76,1713,17
D10,B77,1710,17
D10,B79,1709,17
D10,B80,1710,17
D10,B81,1711,17
D10,B83,1713,17
D10,B85,1756,17
D10,B86,1756,17
D10,B86A,1756,17
D10,B87,1757,17
D10,B88,1758,17
D10,B11,1818,19
D10,B1,1872,20
D10,B10,1887,20
D10,B2,1906,20
D10,B9,1920,20
D10,B3,1944,21
D10,B8,1960,21
D10,B4,1979,21
D10,B7,1994,22
D10,B6,1991,22
D10,B5,1994,22
D10,B20,1789,18
D10,B12,1801,18
D10,B19,1807,19
D10,B14,1836,19
D10,B18,1844,19
D10,B15,1863,19
D10,B17,1876,20
D10,B16,1872,20
D10,B21,1837,19
D10,B31,1861,20
D10,B30,1884,20
D10,B22,1905,20
D10,B29,1922,21
D10,B23,1942,21
D10,B28,1958,21
D10,B24,1981,22
D10,B27,1994,22
D10,B26,1995,22
D10,B25,1998,22
D10,B85A,1756,17
D10,B81A,1711,17
D10,B77A,1710,17
D10,B76A,1713,17
D10,B79A,1709,17
D10,C1,1055,12
D10,C2,1112,13
D10,C29,1315,17
D10,C30,1320,17
D10,C31,1295,16
D10,C32,1259,16
D10,C33,1222,15
D10,C34,1183,15
D10,C35,1217,15
D10,C36,1251,16
D10,C37,1273,16
D10,C39,1279,16
D10,C40,1263,16
D10,C41,1233,15
D10,C42,1200,15
D10,C43,1205,15
D10,C44,1249,16
D10,C45,1286,16
D10,C3,1148,14
D10,C4,1303,17
D10,C5,1341,17
D10,C6,1399,18
D10,C7,1436,19
D10,C8,1436,19
D10,C9,1431,19
D10,C10,1389,18
D10,C11,1352,17
D10,C12,1285,16
D10,C14,1330,17
D10,C15,1381,18
D10,D1,566,9
D10,D2,537,9
D10,D3,518,9
D10,D4,354,6
D10,D5,353,6
D10,D6,296,5
D10,D7,212,4
D10,D8,154,3
D10,D9,98,2
D10,D11,17,1
D10,D12,23,1
D10,D9A,94,2
D10,E1,668,11
D10,E2,688,11
D10,E3,706,12
D10,E4,748,12
D10,E5,777,13
D10,E6,770,13
D10,E7,770,13
D10,E8,736,12
D10,E9,700,12
D10,E10,535,9
D10,E11,520,9
D10,E12,443,7
D10,E14,487,8
D10,E24,572,10
D10,E23,597,10
D10,E15,625,10
D10,E16,672,11
D10,E17,695,12
D10,E18,734,12
D10,E19,725,12
D10,E20,683,11
D10,E21,667,11
D10,E22,640,11
D11,A3H,2122,20
D11,A3G,2141,20
D11,A3F,2153,20
D11,A3E,2192,21
D11,A3D,2228,22
D11,A3C,2221,22
D11,A3B,2207,21
D11,A3A,2172,21
D11,A15,2275,22
D11,A14,2287,22
D11,A12,2251,22
D11,A11,2227,21
D11,A10,2214,21
D11,A9,2197,21
D11,A8,2169,20
D11,A7,2137,20
D11,A2,2068,19
D11,A1,2027,18
D11,A17,2309,23
D11,A18,2339,23
D11,A19,2348,23
D11,A20,2338,23
D11,A24,2331,23
D11,A25,2223,21
D11,A26,2257,22
D11,A27,2294,22
D11,A29,2300,23
D11,A30,2305,23
D11,B76,1712,17
D11,B77,1709,17
D11,B79,1708,17
D11,B80,1709,17
D11,B81,1710,17
D11,B83,1712,17
D11,B85,1755,17
D11,B86,1755,17
D11,B86A,1755,17
D11,B87,1756,17
D11,B88,1757,17
D11,B11,1817,19
D11,B1,1871,20
D11,B10,1886,20
D11,B2,1905,20
D11,B9,1920,20
D11,B3,1943,21
D11,B8,1959,21
D11,B4,1978,21
D11,B7,1993,22
D11,B6,1990,22
D11,B5,1994,22
D11,B20,1788,18
D11,B12,1800,18
D11,B19,1806,19
D11,B14,1835,19
D11,B18,1843,19
D11,B15,1862,19
D11,B17,1875,20
D11,B16,1871,20
D11,B21,1836,19
D11,B31,1860,20
D11,B30,1883,20
D11,B22,1904,20
D11,B29,1921,21
D11,B23,1941,21
D11,B28,1957,21
D11,B24,1980,22
D11,B27,1993,22
D11,B26,1994,22
D11,B25,1997,22
D11,B85A,1755,17
D11,B81A,1710,17
D11,B77A,1709,17
D11,B76A,1712,17
D11,B79A,1708,17
D11,C1,1054,12
D11,C2,1112,13
D11,C29,1314,17
D11,C30,1319,17
D11,C31,1294,16
D11,C32,1258,16
D11,C33,1222,15
D11,C34,1182,15
D11,C35,1216,15
D11,C36,1250,16
D11,C37,1272,16
